variant_id,group_index,local_index,global_variable_index,base_optimum,conflict_optimum,is_shared
A4_conflict_variant_synthetic,0,0,933,-93.288693355182133,-93.288693355182133,false
A4_conflict_variant_synthetic,0,1,943,-65.967316944448484,-65.967316944448484,false
A4_conflict_variant_synthetic,0,2,328,65.511159679658846,65.511159679658846,false
A4_conflict_variant_synthetic,0,3,126,-7.5187868435867529,-7.5187868435867529,false
A4_conflict_variant_synthetic,0,4,63,-70.40558017019606,-70.40558017019606,false
A4_conflict_variant_synthetic,0,5,707,-29.059511687503374,-29.059511687503374,false
A4_conflict_variant_synthetic,0,6,984,-51.056352123550617,-51.056352123550617,false
A4_conflict_variant_synthetic,0,7,699,-48.958014886213959,-48.958014886213959,false
A4_conflict_variant_synthetic,0,8,357,60.660892947523735,60.660892947523735,false
A4_conflict_variant_synthetic,0,9,448,-75.754375434435971,-75.754375434435971,false
A4_conflict_variant_synthetic,0,10,272,-43.157809405739343,-43.157809405739343,false
A4_conflict_variant_synthetic,0,11,350,13.036657873932114,13.036657873932114,false
A4_conflict_variant_synthetic,0,12,440,16.812289197681025,16.812289197681025,false
A4_conflict_variant_synthetic,0,13,453,-64.256920089303151,-64.256920089303151,false
A4_conflict_variant_synthetic,0,14,206,-63.038266790910868,-63.038266790910868,false
A4_conflict_variant_synthetic,0,15,83,17.649132867908364,17.649132867908364,false
A4_conflict_variant_synthetic,0,16,152,91.188633767451876,91.188633767451876,false
A4_conflict_variant_synthetic,0,17,58,-24.336839060734277,-24.336839060734277,false
A4_conflict_variant_synthetic,0,18,486,33.538761368204717,33.538761368204717,false
A4_conflict_variant_synthetic,0,19,277,-75.250903589131184,-75.250903589131184,false
A4_conflict_variant_synthetic,0,20,682,98.178510935164269,98.178510935164269,false
A4_conflict_variant_synthetic,0,21,983,58.973159831657568,58.973159831657568,false
A4_conflict_variant_synthetic,0,22,432,4.9105825675615193,4.9105825675615193,false
A4_conflict_variant_synthetic,0,23,917,50.536984748174461,50.536984748174461,false
A4_conflict_variant_synthetic,0,24,519,94.37787494999111,94.37787494999111,false
A4_conflict_variant_synthetic,0,25,396,83.6156737348484,83.6156737348484,false
A4_conflict_variant_synthetic,0,26,221,-39.334424956984357,-39.334424956984357,false
A4_conflict_variant_synthetic,0,27,907,9.4758438246612684,9.4758438246612684,false
A4_conflict_variant_synthetic,0,28,470,87.256000666151238,87.256000666151238,false
A4_conflict_variant_synthetic,0,29,282,90.009032414787384,90.009032414787384,false
A4_conflict_variant_synthetic,0,30,509,19.120237227517677,19.120237227517677,false
A4_conflict_variant_synthetic,0,31,222,-61.055338074162478,-61.055338074162478,false
A4_conflict_variant_synthetic,0,32,973,-53.781282578742548,-53.781282578742548,false
A4_conflict_variant_synthetic,0,33,903,-16.729330195268815,-16.729330195268815,false
A4_conflict_variant_synthetic,0,34,547,-4.9843067775382508,-4.9843067775382508,false
