variant_id,group_index,local_index,global_variable_index,base_optimum,conflict_optimum,is_shared
E3_conflict_variant_synthetic,0,0,933,-93.288693355182133,-93.288693355182133,false
E3_conflict_variant_synthetic,0,1,943,-65.967316944448484,-65.967316944448484,false
E3_conflict_variant_synthetic,0,2,328,65.511159679658846,65.511159679658846,false
E3_conflict_variant_synthetic,0,3,126,-7.5187868435867529,-7.5187868435867529,false
E3_conflict_variant_synthetic,0,4,63,-70.40558017019606,-70.40558017019606,false
E3_conflict_variant_synthetic,0,5,707,-29.059511687503374,-29.059511687503374,false
E3_conflict_variant_synthetic,0,6,984,-51.056352123550617,-51.056352123550617,false
E3_conflict_variant_synthetic,0,7,699,-48.958014886213959,-48.958014886213959,false
E3_conflict_variant_synthetic,0,8,357,60.660892947523735,60.660892947523735,false
E3_conflict_variant_synthetic,0,9,448,-75.754375434435971,-75.754375434435971,false
E3_conflict_variant_synthetic,0,10,272,-43.157809405739343,-43.157809405739343,false
E3_conflict_variant_synthetic,0,11,350,13.036657873932114,13.036657873932114,false
E3_conflict_variant_synthetic,0,12,440,16.812289197681025,16.812289197681025,false
E3_conflict_variant_synthetic,0,13,453,-64.256920089303151,-64.256920089303151,false
E3_conflict_variant_synthetic,0,14,206,-63.038266790910868,-63.038266790910868,false
E3_conflict_variant_synthetic,0,15,83,17.649132867908364,17.649132867908364,false
E3_conflict_variant_synthetic,0,16,152,91.188633767451876,91.188633767451876,false
E3_conflict_variant_synthetic,0,17,58,-24.336839060734277,-24.336839060734277,false
E3_conflict_variant_synthetic,0,18,486,33.538761368204717,33.538761368204717,false
E3_conflict_variant_synthetic,0,19,277,-75.250903589131184,-75.250903589131184,false
E3_conflict_variant_synthetic,0,20,682,98.178510935164269,98.178510935164269,false
E3_conflict_variant_synthetic,0,21,983,58.973159831657568,58.973159831657568,false
E3_conflict_variant_synthetic,0,22,432,4.9105825675615193,4.9105825675615193,false
E3_conflict_variant_synthetic,0,23,917,50.536984748174461,50.536984748174461,false
E3_conflict_variant_synthetic,0,24,519,94.37787494999111,94.37787494999111,false
E3_conflict_variant_synthetic,0,25,396,83.6156737348484,83.6156737348484,false
E3_conflict_variant_synthetic,0,26,221,-39.334424956984357,-39.334424956984357,false
E3_conflict_variant_synthetic,0,27,907,9.4758438246612684,9.4758438246612684,false
E3_conflict_variant_synthetic,0,28,470,87.256000666151238,87.256000666151238,false
E3_conflict_variant_synthetic,0,29,282,90.009032414787384,90.009032414787384,false
E3_conflict_variant_synthetic,0,30,509,19.120237227517677,19.120237227517677,false
E3_conflict_variant_synthetic,0,31,222,-61.055338074162478,-61.055338074162478,false
E3_conflict_variant_synthetic,0,32,973,-53.781282578742548,-53.781282578742548,false
E3_conflict_variant_synthetic,0,33,903,-16.729330195268815,-16.729330195268815,false
E3_conflict_variant_synthetic,0,34,547,-4.9843067775382508,-4.9843067775382508,false
E3_conflict_variant_synthetic,0,35,234,49.462015154651169,49.462015154651169,false
E3_conflict_variant_synthetic,0,36,423,46.303527945744577,46.303527945744577,false
E3_conflict_variant_synthetic,0,37,832,-48.25304318331618,-48.25304318331618,false
E3_conflict_variant_synthetic,0,38,49,62.579983128083967,62.579983128083967,false
E3_conflict_variant_synthetic,0,39,176,42.889393688547557,42.889393688547557,false
E3_conflict_variant_synthetic,0,40,654,53.355096798956481,53.355096798956481,false
E3_conflict_variant_synthetic,0,41,51,11.111224272024089,11.111224272024089,false
E3_conflict_variant_synthetic,0,42,884,99.445167773596211,99.445167773596211,false
E3_conflict_variant_synthetic,0,43,458,19.71675350119915,19.71675350119915,false
E3_conflict_variant_synthetic,0,44,539,-77.491101362102668,-77.491101362102668,false
E3_conflict_variant_synthetic,0,45,54,-19.514655415662503,-19.514655415662503,false
E3_conflict_variant_synthetic,0,46,304,-10.335281397019983,-10.335281397019983,false
E3_conflict_variant_synthetic,0,47,146,45.026692788711898,30.52402350984071,true
E3_conflict_variant_synthetic,0,48,824,98.584933000518845,78.726439700466955,true
E3_conflict_variant_synthetic,0,49,340,-59.389706301960963,-63.450735671764868,true
E3_conflict_variant_synthetic,1,0,146,45.026692788711898,50.52402350984071,true
E3_conflict_variant_synthetic,1,1,824,98.584933000518845,98.726439700466955,true
E3_conflict_variant_synthetic,1,2,340,-59.389706301960963,-43.450735671764868,true
E3_conflict_variant_synthetic,1,3,742,-53.609442198139433,-53.609442198139433,false
E3_conflict_variant_synthetic,1,4,99,0.90447099006290443,0.90447099006290443,false
E3_conflict_variant_synthetic,1,5,801,30.998555700979864,30.998555700979864,false
E3_conflict_variant_synthetic,1,6,421,45.344749421471477,45.344749421471477,false
E3_conflict_variant_synthetic,1,7,995,-88.225269779272054,-88.225269779272054,false
E3_conflict_variant_synthetic,1,8,789,-18.043506375561563,-18.043506375561563,false
E3_conflict_variant_synthetic,1,9,853,-14.848529108501921,-14.848529108501921,false
E3_conflict_variant_synthetic,1,10,408,6.4797091636017399,6.4797091636017399,false
E3_conflict_variant_synthetic,1,11,897,-64.819355036302056,-64.819355036302056,false
E3_conflict_variant_synthetic,1,12,418,-6.4865931408186128,-6.4865931408186128,false
E3_conflict_variant_synthetic,1,13,284,80.73948826113778,80.73948826113778,false
E3_conflict_variant_synthetic,1,14,959,33.434802808713101,33.434802808713101,false
E3_conflict_variant_synthetic,1,15,239,-99.961971396512112,-99.961971396512112,false
E3_conflict_variant_synthetic,1,16,655,-72.020778498042432,-72.020778498042432,false
E3_conflict_variant_synthetic,1,17,619,76.326189327112019,76.326189327112019,false
E3_conflict_variant_synthetic,1,18,466,41.232025527147044,41.232025527147044,false
E3_conflict_variant_synthetic,1,19,745,-55.178592394522788,-55.178592394522788,false
E3_conflict_variant_synthetic,1,20,879,-65.522011967424078,-65.522011967424078,false
E3_conflict_variant_synthetic,1,21,293,9.5563762911553312,9.5563762911553312,false
E3_conflict_variant_synthetic,1,22,873,-63.051655667740334,-63.051655667740334,false
E3_conflict_variant_synthetic,1,23,477,40.265980924320814,40.265980924320814,false
E3_conflict_variant_synthetic,1,24,102,-57.287064676286789,-57.287064676286789,false
E3_conflict_variant_synthetic,1,25,182,-13.782902106637039,-13.782902106637039,false
E3_conflict_variant_synthetic,1,26,417,-32.583572245298171,-32.583572245298171,false
E3_conflict_variant_synthetic,1,27,841,71.000158237371295,71.000158237371295,false
E3_conflict_variant_synthetic,1,28,559,-70.838628754107276,-70.838628754107276,false
E3_conflict_variant_synthetic,1,29,135,63.994172028976465,63.994172028976465,false
E3_conflict_variant_synthetic,1,30,701,39.723406670948577,39.723406670948577,false
E3_conflict_variant_synthetic,1,31,928,-55.633890227644599,-55.633890227644599,false
E3_conflict_variant_synthetic,1,32,395,55.520115408636457,55.520115408636457,false
E3_conflict_variant_synthetic,1,33,361,-27.409427996621687,-27.409427996621687,false
E3_conflict_variant_synthetic,1,34,33,-65.209187070583738,-65.209187070583738,false
E3_conflict_variant_synthetic,1,35,759,-82.570877171510745,-82.570877171510745,false
E3_conflict_variant_synthetic,1,36,703,85.943393942483567,85.943393942483567,false
E3_conflict_variant_synthetic,1,37,735,-11.511656827038081,-11.511656827038081,false
E3_conflict_variant_synthetic,1,38,712,79.955854824178545,79.955854824178545,false
E3_conflict_variant_synthetic,1,39,616,32.620841925777512,32.620841925777512,false
E3_conflict_variant_synthetic,1,40,119,-88.121890806048782,-88.121890806048782,false
E3_conflict_variant_synthetic,1,41,483,-45.752429787293146,-45.752429787293146,false
E3_conflict_variant_synthetic,1,42,377,57.130615407837439,57.130615407837439,false
E3_conflict_variant_synthetic,1,43,662,21.542757977546017,21.542757977546017,false
E3_conflict_variant_synthetic,1,44,540,55.491028653007106,55.491028653007106,false
E3_conflict_variant_synthetic,1,45,628,98.462850906889429,98.462850906889429,false
E3_conflict_variant_synthetic,1,46,86,2.6923475219685855,2.6923475219685855,false
E3_conflict_variant_synthetic,1,47,347,40.817319775428189,40.817319775428189,false
E3_conflict_variant_synthetic,1,48,386,-35.619376779141703,-35.619376779141703,false
E3_conflict_variant_synthetic,1,49,847,35.589545396746217,35.589545396746217,false
E3_conflict_variant_synthetic,1,50,378,-68.78386820214746,-71.905481381932717,true
E3_conflict_variant_synthetic,1,51,242,16.658478349932835,4.9926305149395507,true
E3_conflict_variant_synthetic,1,52,10,90.909098064096014,71.818188257686415,true
E3_conflict_variant_synthetic,2,0,378,-68.78386820214746,-51.905481381932717,true
E3_conflict_variant_synthetic,2,1,242,16.658478349932835,24.992630514939552,true
E3_conflict_variant_synthetic,2,2,10,90.909098064096014,91.818188257686415,true
E3_conflict_variant_synthetic,2,3,808,-94.605277282104666,-94.605277282104666,false
E3_conflict_variant_synthetic,2,4,542,16.712205239215749,16.712205239215749,false
E3_conflict_variant_synthetic,2,5,599,-54.592470510613687,-54.592470510613687,false
E3_conflict_variant_synthetic,2,6,627,97.907802269430135,97.907802269430135,false
E3_conflict_variant_synthetic,2,7,297,-85.244530633193335,-85.244530633193335,false
E3_conflict_variant_synthetic,2,8,560,44.243646582447241,44.243646582447241,false
E3_conflict_variant_synthetic,2,9,416,-51.688433745559628,-51.688433745559628,false
E3_conflict_variant_synthetic,2,10,141,-76.924056641579554,-76.924056641579554,false
E3_conflict_variant_synthetic,2,11,520,-97.828067828954346,-97.828067828954346,false
E3_conflict_variant_synthetic,2,12,887,-31.457745704031012,-31.457745704031012,false
E3_conflict_variant_synthetic,2,13,18,34.839265654123267,34.839265654123267,false
E3_conflict_variant_synthetic,2,14,741,-75.549541822699794,-75.549541822699794,false
E3_conflict_variant_synthetic,2,15,915,21.695730346832988,21.695730346832988,false
E3_conflict_variant_synthetic,2,16,57,-52.724667449269006,-52.724667449269006,false
E3_conflict_variant_synthetic,2,17,208,6.3466811247898676,6.3466811247898676,false
E3_conflict_variant_synthetic,2,18,575,-41.533787780772478,-41.533787780772478,false
E3_conflict_variant_synthetic,2,19,128,32.706294927005473,32.706294927005473,false
E3_conflict_variant_synthetic,2,20,109,8.5987838503092604,8.5987838503092604,false
E3_conflict_variant_synthetic,2,21,829,13.055382128760314,13.055382128760314,false
E3_conflict_variant_synthetic,2,22,262,-70.324081163314432,-70.324081163314432,false
E3_conflict_variant_synthetic,2,23,20,-16.640589884243283,-16.640589884243283,false
E3_conflict_variant_synthetic,2,24,9,94.118591872908354,94.118591872908354,false
E3_conflict_variant_synthetic,2,25,718,-15.352944026523502,-23.817649623871155,true
E3_conflict_variant_synthetic,2,26,184,11.387735970083227,0.2489623730749031,true
E3_conflict_variant_synthetic,2,27,944,-27.729563381307855,-34.956607043177073,true
E3_conflict_variant_synthetic,3,0,718,-15.352944026523502,-3.8176496238711515,true
E3_conflict_variant_synthetic,3,1,184,11.387735970083227,20.248962373074903,true
E3_conflict_variant_synthetic,3,2,944,-27.729563381307855,-14.956607043177069,true
E3_conflict_variant_synthetic,3,3,956,76.754795002192623,76.754795002192623,false
E3_conflict_variant_synthetic,3,4,8,-53.864990643437373,-53.864990643437373,false
E3_conflict_variant_synthetic,3,5,271,-92.90151903426198,-92.90151903426198,false
E3_conflict_variant_synthetic,3,6,761,62.985444250189346,62.985444250189346,false
E3_conflict_variant_synthetic,3,7,175,-95.322312285100793,-95.322312285100793,false
E3_conflict_variant_synthetic,3,8,974,-81.217650901848685,-81.217650901848685,false
E3_conflict_variant_synthetic,3,9,188,-47.677552637436563,-47.677552637436563,false
E3_conflict_variant_synthetic,3,10,31,26.056451464429514,26.056451464429514,false
E3_conflict_variant_synthetic,3,11,673,-70.342484811812668,-70.342484811812668,false
E3_conflict_variant_synthetic,3,12,452,-60.029085147001652,-60.029085147001652,false
E3_conflict_variant_synthetic,3,13,734,57.908460695286095,57.908460695286095,false
E3_conflict_variant_synthetic,3,14,495,-72.949149491773937,-72.949149491773937,false
E3_conflict_variant_synthetic,3,15,665,28.767612045821977,28.767612045821977,false
E3_conflict_variant_synthetic,3,16,400,32.17747180878473,32.17747180878473,false
E3_conflict_variant_synthetic,3,17,752,36.773937818630969,36.773937818630969,false
E3_conflict_variant_synthetic,3,18,675,22.982415610759915,22.982415610759915,false
E3_conflict_variant_synthetic,3,19,584,15.079438144440175,15.079438144440175,false
E3_conflict_variant_synthetic,3,20,53,52.24844488757617,52.24844488757617,false
E3_conflict_variant_synthetic,3,21,441,-48.734284980373531,-48.734284980373531,false
E3_conflict_variant_synthetic,3,22,100,-44.94314590848478,-44.94314590848478,false
E3_conflict_variant_synthetic,3,23,254,95.512894740924338,95.512894740924338,false
E3_conflict_variant_synthetic,3,24,508,-33.490722516202837,-33.490722516202837,false
E3_conflict_variant_synthetic,3,25,689,-66.689511765669863,-70.020560589102871,true
E3_conflict_variant_synthetic,3,26,626,-37.382686550397139,-43.644417895357428,true
E3_conflict_variant_synthetic,3,27,781,-89.949734264774037,-90.954760838296636,true
E3_conflict_variant_synthetic,4,0,689,-66.689511765669863,-50.020560589102871,true
